year,page,category,chunk
2015,9,Fonctionnement des services,"Fonctionnement des services > Chiffres clés 2015
213, le nombre de délibérations prises par le conseil de communauté
38, le nombre de décisions du bureau du conseil de communauté
374, le nombre de décisions du Président de la communauté d'agglomération"
2021,16,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 137
Jours de résidence pour 53
artistes"
2020,16,COMMANDE PUBLIQUE,"COMMANDE PUBLIQUE > 12
Créations artistiques
coproduites par le Gueulard Plus"
2024,16,FINANCES,"FINANCES > Fiscalité
- 5% Taxe Foncière sur les Propriétés Bâties
- 10,87% Taxe Foncière sur les Propriétés Non Bâties
- 8,92% Taxe d'habitation sur les résidences secondaires
- 9,67% Taxe d'enlèvement des ordures ménagères incitative (TEOMI)
- 0,015€ Prix au titre de la TEOMI
- 22,22% Cotisation Foncière des Entreprises"
2019,20,Bâtiments et Cultes,"Bâtiments et Cultes > Voiries, réseaux divers > Autres actions
30 sinistres ont été déclarés à l'assurance : 9 concernent les dommages aux biens, 6 concernant la flotte automobile de la collectivité, et 10 la responsabilité civile. 5 autres sinistres ont été traités en direct avec le tiers responsable. Le préjudice est évalué à 123 510,07 € TTC."
2024,24,SITES & BATIMENTS EN GESTION,"SITES & BATIMENTS EN GESTION > Légende > SIC
- TRANSPORT
- Commune voisine
- Commune CAVF contour
- Autoroute"
2021,16,CULTURE ET PATRIMOINE,"CULTURE ET PATRIMOINE > 28
Créations artistiques coproduites par le Gueulard Plus"
2021,14,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 5530
Abonnés sur la page facebook du parc du haut-fourneau U4"
2023,6,SANTÉ,"SANTÉ > FAITS MARQUANTS
- Organisation d'une campagne gratuite de dépistage du cancer de la peau grâce au cabinet médical mobile de HOCOIA installé sur le parking de l'Hôtel de communauté.
- 2ème participation de la Communauté d'agglomération du Val de Fensch aux Semaines d'information sur la Santé mentale, avec une programmation riche en animations ouvertes à tous.
- Organisation d'un défi natation en partenariat avec Feralia pour récolter des fonds en faveur du Comité de Moselle de la Ligue contre le cancer.
- Adhésion à l'association Accès aux droits santé solidarité (AD2S), qui permet aux travailleurs sociaux de tout le territoire de proposer une mutuelle à prix réduits aux habitants ayant un trop faible reste à vivre.
- Organisation de groupes de travail avec les acteurs santé du territoire pour réfléchir aux différents axes à inscrire dans le futur Contrat Local de Santé Fensch."
2016,11,Marchés publics,"Marchés publics > Autres actions
- Tour du Nixxelle 2017 : événementiel
- LABEL Sport 2017
- Combusté du Label sport communautaire"
2020,3,L'EMOT DU PRÉSIDENT,"L'EMOT DU PRÉSIDENT > Compétences facultatives > SANTÉ
- Mise en place d'un observatoire territorial associant tous les partenaires concernés.
- Aide à l'installation et maintien des professionnels de santé sur le territoire.
- Construction de nouveaux bâtiments décidés dans le cadre d'un schéma communautaire de santé élaboré en lien avec les partenaires concernés, notamment l'Agence Régionale de Santé (ARS).
- Intégration de la santé dans toutes les politiques publiques.
- Soutien à la mise en réseau et à l'échange de pratiques entre les acteurs."
2010,6,LE TERRITOIRE,"LE TERRITOIRE > Nos communes > UCKANGE
7 444 habitants
556 ha
1 339 habitants/km²"
2011,7,Le conseil de communauté,"Le conseil de communauté > NILVANGE
M. GORI René (maire, conseiller général)
M. HILBERT Alain
M. KHALDI Mohamed
M. MORENA Mario
M. QUINQUETON Patrick
M. SCHWARTZ Ewald"
2024,9,ENVIRONNEMENT,"ENVIRONNEMENT > FAITS MARQUANTS > CENTRE TECHNIQUE ENVIRONNEMENT
- Acquisition d'un camion grue OM / Emballages équipé d'un composteur pour la collecte des conteneurs enterrés (310 000 € HT).
- Installation de 16 nouveaux conteneurs enterrés (132 000 € HT).
- Achat de 950 bacs de collecte ordures ménagères et emballages (38 925 € HT)."
2021,16,CULTURE ET PATRIMOINE,"CULTURE ET PATRIMOINE > LES GUEULARD PLUS
19
Représentations jeunes
publics"
2023,16,FINANCES,"FINANCES > Les aides reçues sur les opérations historiques
- 4 M€ Crèche des Petits Nénos
- 0 M€ Crèche des Petits Nénos
- 0 M€ Crèche des Petits Nénos"
2019,31,Petite enfance,"Petite enfance > Autres actions > Le RAM propose également :
- Animation d'un groupe de parole d'écoute et de soutien (GPéS).
- Des cycles d'ateliers et de sensibilisation sur la communication, les effets des écrans, les produits d'entretien.
- Des actions de valorisation du métier d'assistant maternel.
- Des conférences sur la relation à la famille."
2010,34,LA COMMUNICATION,"LA COMMUNICATION > Faits marquants > Accueil du BAT (Bureau d'accueil des tournages) au parc
Du haut-fourneau U4 avec la présence d'une dizaine de scénaristes hollywoodiens le 22 septembre 2010."
2019,29,"Attractivité, Affaires économiques, Commerce, Tourisme","Attractivité, Affaires économiques, Commerce, Tourisme
Nombre d'emplois : 20 500
Nombre d'établissements : 2 231 (dont 264 secteur public)
Nombre d'entreprises de plus de 100 salariés : 23 (dont 7 secteur public)"
2012,33,SOLUTIONS,"SOLUTIONS > 85. (SL79-79) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(5) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2024,4,DÉVELOPPEMENT SOCIAL,"DÉVELOPPEMENT SOCIAL > 407 022 3 > FAITS MARQUANTS
- Signature du nouveau contrat de ville Engagements Quartiers 2030 par l'ensemble des partenaires pour la période 2024-2030 et adoption des annexes du document cadre.
- 350 collégiens et lycéens ont assisté à la pièce de théâtre LEDEN à Ismaël SADI, une action proposée dans le cadre de la prévention de la radicalisation, en partenariat avec les clubs de prévention du CMSEA et de l'AISF.
- Concert à l' Renard de Metz dans le cadre de la 7ème année du Dispositif d'Éducation Musicale et Orchestrale à vocation Sociale (DEMOS). 30 enfants issus des quartiers prioritaires de l' Ireneck et Uckange ont participé à ce projet."
2012,17,Bâtiments,"Bâtiments > Perspectives 2013
Étude d'une microcrèche à Neufchef et à Knutange."
2023,8,SPORT,"SPORT > LABEL SPORT
- Le Label Sport du Val de Fensch permet d'accompagner techniquement et financièrement les clubs et associations sportives labellisés. En 2023, 5 structures ont bénéficié d'un soutien pour un montant total d'aide de 62 500 €.
- En 2023, le Trail de la Fensch et le Fensch Nordic Tour sont devenus les courses de la Fensch, avec une proposition inédite et originale concernant le trail puisque celui-ci s'est déroulé en semi-rocturne. Une épreuve spéciale pour les enfants a été également organisée en partenariat avec l'USEP. L'édition 2023 a permis d'accueillir 364 passionnés.
- Le club de rugby RUSH bénéficie des installations du site communautaire de Sainte-Neige valorisées à hauteur de 49 754 € par an."
2015,15,Marchés publics,"Marchés publics > Chiffres clés 2015
Marchés en procédure formalisée
6 marchés,
2 oeclart sans suite.
Marchés en procédure adaptée
47 marchés."
2017,25,Chiffres-clés : 2017,"Chiffres-clés : 2017 > Diffusion :
- 9 492 spectateurs (+9% et taux de remplissage à 57%).
- 75 groupes programmés sur 40 jours de diffusion.
- 8 spectacles jeunes publics pour 26 représentations.
- 7 coproductions à la diffusion avec 6 associations locales."
2022,19,28,"28 > Autres actions > 200 brebis pour l'entretien des pelouses calcaires
- 106 km De sentiers pédestres entretenus par le Club Vosgien"
2022,13,AMENAGEMENT DU TERRITOIRE,"AMENAGEMENT DU TERRITOIRE > 31 > Faits marquants
- Temple de Nilvange : étude Remplacement des fenêtres et porte de la salle paroissiale
- Église Florange : remplacement battants de cloches 1,3 et fixation des abats son
- Église ST Martin Hayange : reprise plafond suspendu 1er étage
- Église Kruitange : remplacement porte de sortie de la sacristie / Travaux suite contrôle APAVE / Éclairage remplacement de 9 globes
- Presbytère Knutange : création branchement Réseau assainissement EU
- Église Sentmange : sacristie remplacement revêtement de sol
- Église Ranguevaux : remplacement des battants de cloches 1 et 2"
2016,6,Organigramme 2016,"Organigramme 2016 > Répartition des agents par catégories
- Agriculture : 2016-2017"
2022,6,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > 41
Décisions du bureau"
2017,31,Chiffres-clés : 2017,"Chiffres-clés : 2017 > Déchets ménagers et déchèteries
Remise des sacs de collecte rouges dans le cadre de la TEOMI"
2012,33,SOLUTIONS,"SOLUTIONS > 71. (SL79-71) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(5) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2011,12,Le fonctionnement des services,"Le fonctionnement des services > Perspectives 2012
Lancement d'un marché d'assistance à la mise en place d'une gestion électronique de documents, une gestion d'espaces de travail collaboratif et un ensemble d'outils et de services destinés à assurer les échanges dématérialisés entre les différents services de la CAVF mais également avec les services de l'État et les partenaires qu'ils soient institutionnels ou non.
Lancement d'un appel d'offres pour l'acquisition d'un logiciel de gestion des marchés publics."
2012,33,Chiffres-clés : 2012,"Chiffres-clés : 2012 > Communication > Perspectives 2013
- Campagne de communication autour de la préfiguration de la salle des musiques actuelles « Le Gueulard ».
- Campagne de communication pour la saison 2013 de l'U4.
- Journée portes ouvertes au RAM La Luciole en septembre.
- Départ du Tour de Moselle à Florange en septembre.
- Création de mascottes spécifiques pour l'environnement.
- Refonte du Val Média et du Val Éco.
- Développement de l'intranet.
- Participation au salon des entrepreneurs, GR Business Days, Salon à l'envers, Salon Mapic.
- Inauguration du parking de la gare d'Uckange.
- Inauguration du bâtiment relais de Fameck.
- Internalisation des compétences.
- Refonte du magazine Verso.
- Refonte du site web de la CAVF.
- Participation à l'édition 2013 de Nature et Jardins.
- Matinales des entreprises en juin.
- Rencontre entre le TFOC, l'AS Football Algrange et le club nautique du Val de Fensch."
2009,28,Déchets ménagers et déchèteries,"Déchets ménagers et déchèteries > Perspectives 2010
- Opération « Refus de tri » en partenariat avec SITA Lorraine
- Réalisation d'un nouveau guide pratique du tri
- Manifestation « FesTRlons avec Nature et Jardin » avec la ville de Hayange
- Lancement de l'étude d'optimisation et mise en place d'une tarification incitative
- Lancement d'une enquête à la population
- Mise en place d'un plan d'action sur le centre-ville de Hayange."
2012,33,SOLUTIONS,"SOLUTIONS > 86. (SL79-79) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(5) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2009,21,Développement économique,"Développement économique > Autres actions > Commercialisation des parcs d'activités
- Vente d'un terrain à ITM pour construire un magasin de bricolage Bricocash de près de 6 000 m² sur la ZAC la Feltière
- Implantation de Défi Pneus, activité de commercialisation et montage de pneumatiques sur 700 m² de bâtiment à la ZAC Ste-Agathe
- Extension de 540 m² prévue par Auto Pièces Fameck, pour une activité de vente de pièces automobiles sur la ZAC Ste-Agathe"
2010,24,LA CULTURE ET LE PATRIMOINE,"LA CULTURE ET LE PATRIMOINE > L'HYDROLOGIE ET LES ESPACES NATURELS > Chiffres clés
- 522 000 € TTC, le montant des travaux 2010 du programme de restauration de la Fensch et de ses affluents.
- 210 000 € TTC, le montant de l'étude relative à la rivière Fensch (2010-2014).
- 432 000 € TTC du total de travaux 2010 du programme de restauration de la Fensch et de ses affluents.
- 432 000 € TTC, le montant de l'étude relative à la rivière Fensch (2010-2014)."
2013,26,Bâtiments,"Bâtiments > Déchets ménagers et déchèteries > Faits marquants
- Projet de requalification de la déchèterie de Florange.
- Installation de 76 conteneurs enterrés pour la collecte des déchets ménagers.
- Diminution du tonnage des ordures ménagères collectées : 19 445 tonnes en 2013 contre 19 516 tonnes en 2012.
- Lancement de la maîtrise d'œuvre pour l'instauration de la tarification incitative sur le territoire communautaire.
- Mise en place des actions du plan de prévention : compostage collectif, projets en milieux scolaires, promotion des achats écoresponsables."
2015,37,Direction des systèmes d'information,"Direction des systèmes d'information > Publications :
- Fensch Infos  (paru en janvier 2015 mais préparation en 2014) /  (octobre 2015)
- Fensch développement (paru en novembre 2015)
- Verso , magazine d'information pour le personnel de la CAVF
- Projet de territoire
- Rapport d'activités 2014"
2013,28,Bâtiments,"Bâtiments > Sports > Chiffres-clés : 2013
- 272 106 entrées dans les piscines communautaires, soit :
  - 155 201 à FERALIA
  - 56 243 à FLORANGE
  - 30 661 à SEREMANGE-ERZANGE (en travaux depuis mai 2013)
- 125 900 € de subventions Label Sport, soit :
  - 17 500 € pour l'AS ALGRANGE foot féminin
  - 1 400 € pour le Billard Club Florange
  - 12 000 € pour le Val de Fensch Marathon
  - 25 000 € pour le TFOC Volley Ball
  - 3 000 € pour le Cross des Castors
  - 4 000 € pour Uckange Evolution Palmes
  - 60 000 € au club communautaire de natation"
2020,3,L'EMOT DU PRÉSIDENT,"L'EMOT DU PRÉSIDENT > Compétences obligatoires > AMÉNAGEMENT DE L'ESPACE :
- Construction de réserves foncières pour des opérations à finalité intercommunale.
- Schéma directeur et schéma de secteur.
- Création et réalisation de zones d'aménagement concerté d'intérêt communautaire.
- Création et réalisation d'opérations d'aménagement d'intérêt communautaire.
- Organisation de la mobilité."
